,business_id,categories,clean_categories,is_restaurants,is_food,is_fast_food,is_grocery,is_convenience_store,is_adult,is_bakeries,is_buffet,is_sushi_bar,is_alcohol,is_pizza,is_coffee_and_tea,is_ice_cream_deserts,is_sandwiches,is_burgers,is_vietnamese,is_japanese,is_thai,is_italian,is_korean,is_american,is_chinese,is_mexican,address_x,facility_id,location_name,name,restaurant_name,address,is_valid
10,jScBTQtdAt-8RshaiBEHgw,"Ethnic Food, American (New), Burgers, Food, Restaurants, Asian Fusion, Specialty Food, Mexican, Sandwiches, Breakfast & Brunch, Korean","['Ethnic Food', ' American (New)', ' Burgers', ' Food', ' Restaurants', ' Asian Fusion', ' Specialty Food', ' Mexican', ' Sandwiches', ' Breakfast & Brunch', ' Korean']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,"1770 W Horizon Ridge, Ste 100",FA0079992,SERVED,Served,SERVED,1770 W HORIZON RIDGE 100,y
11,4n81G-pmC3rfhmaPsbwYKg,"Bars, Sports Bars, Nightlife, Beer, Wine & Spirits, Restaurants, Food, American (Traditional)","['Bars', ' Sports Bars', ' Nightlife', ' Beer', ' Wine & Spirits', ' Restaurants', ' Food', ' American (Traditional)']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,360 E Tropicana Ave,FA0088006,"VINCE NEIL EAT, DRINK PARTY","Vince Neil's Tatuado | Eat, Drink, Party","VINCE NEIL EAT, DRINK PARTY",360 E TROPICANA,y
12,iwGhazq9eP51PSerTrMrwg,"Dive Bars, Food, Bars, Pubs, Restaurants, Nightlife, American (Traditional), Beer, Wine & Spirits","['Dive Bars', ' Food', ' Bars', ' Pubs', ' Restaurants', ' Nightlife', ' American (Traditional)', ' Beer', ' Wine & Spirits']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"3342 E Sandhill Rd, Ste 11",FA0067318,MR. G'S PUB AND GRILL,Mr G's Pub & Grub,MR. G'S PUB,3342 S SANDHILL 11,y
13,0G83H_zoum-Q4bWU2olTqQ,"Restaurants, Food, Delis, Desserts, Bakeries, Coffee & Tea","['Restaurants', ' Food', ' Delis', ' Desserts', ' Bakeries', ' Coffee & Tea']",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"4012 S Rainbow Blvd, Ste J",FA0084247,BONJOUR BAKERY AND DELI,Bonjour Bakery & Deli,BONJOUR BAKERY AND DELI,4012 S RAINBOW Blvd I,y
14,xXtWrRKn8A708BfaNs1nZw,"Sandwiches, Juice Bars & Smoothies, Coffee & Tea, Food, Donuts, Ice Cream & Frozen Yogurt, Restaurants","['Sandwiches', ' Juice Bars & Smoothies', ' Coffee & Tea', ' Food', ' Donuts', ' Ice Cream & Frozen Yogurt', ' Restaurants']",1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"2600 W Sahara Ave, Ste 121",FA0074115,"COFFEE, TEA OR ME?","Coffee, Tea, or Me","COFFEE, TEA OR ME? - DELETED",2600 W SAHARA 121,y
15,k2b3niokS_tosjah_rzCPw,"Restaurants, Pizza","['Restaurants', ' Pizza']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6720 Sky Pointe Dr,FA0010104,"Metro Northwest, LLC",Metro Pizza,Metro Pizza Northwest Restaurant,6720 Sky Pointe Dr,y
16,k2b3niokS_tosjah_rzCPw,"Restaurants, Pizza","['Restaurants', ' Pizza']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6720 Sky Pointe Dr,FA0010104,"Metro Northwest, LLC",Metro Pizza,Metro Pizza Northwest Bar,6720 Sky Pointe Dr,y
17,dusNIzdCaH6EoLl2hRy6cQ,"Fast Food, Mexican, Restaurants","['Fast Food', ' Mexican', ' Restaurants']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3475 Las Vegas Blvd S,FA0006754,CHIPOTLE MEXICAN GRILL #328 @ HARRAHS,Chipotle Mexican Grill,CHIPOTLE MEXICAN GRILL #328,3475 S Las Vegas Blvd,y
18,7v-2HkyrfYkPf471v4gCmg,"Food, Coffee & Tea","['Food', ' Coffee & Tea']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7400 S. Las Vegas Blvd.,FA0074100,STARBUCKS SOUTH PREMIUM MALL,Starbucks,STARBUCKS,7400 S LAS VEGAS Blvd,y
19,BNDP3up8Ltn7oVXEt4YLqw,"Food, Bakeries","['Food', ' Bakeries']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170 S  Rainbow Blvd,FA0073624,CAMILLE BY MANON,Camille By Manon,CAMILLE BY MANON,2170 S RAINBOW,y
20,1nF8Me63cpxIkFK8Ysx-DA,"Fondue, Japanese, Restaurants","['Fondue', ' Japanese', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1716 W Horizon Ridge Pkwy, Ste 110",FA0008376,Shabu Shabu Paradise,Shabu Shabu Paradise,Shabu Shabu Paradise,1716 W Horizon Ridge Pkwy,y
21,F06m2yQSPHIrb1IT7heYeQ,"Chinese, Seafood, Cantonese, Noodles, Restaurants","['Chinese', ' Seafood', ' Cantonese', ' Noodles', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7537 S Rainbow Blvd,FA0081379,RAINBOW KITCHEN,Rainbow Kitchen,RAINBOW KITCHEN RESTAURANT,7537 S RAINBOW 101,y
22,F06m2yQSPHIrb1IT7heYeQ,"Chinese, Seafood, Cantonese, Noodles, Restaurants","['Chinese', ' Seafood', ' Cantonese', ' Noodles', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7537 S Rainbow Blvd,FA0081379,RAINBOW KITCHEN,Rainbow Kitchen,RAINBOW KITCHEN SPECIAL KITCHEN,7537 S RAINBOW 101,y
23,9ttdN9MIS1j9c8Hp5TmZnw,"Restaurants, Mexican","['Restaurants', ' Mexican']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2101 Texas Star Ln,FA0010653,Baja Fresh,Baja Fresh,Baja Fresh #53,2101 Texas Star Ln,y
24,H2Chxto2e6dHTDJ8-s3-pQ,"Mexican, Fast Food, Restaurants","['Mexican', ' Fast Food', ' Restaurants']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2685 S Eastern Ave,FA0031761,Roberto's Taco Shop,Roberto's Taco Shop,Roberto's Taco Shop,2685 S Eastern Ave 400,y
25,lXCmTGagqHuPgaeN2g2P1Q,"Restaurants, Pizza","['Restaurants', ' Pizza']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5061 E Sahara Ave,FA0009468,Marcos Pizza,Marcos Pizza,Marco's Pizza #7403,5061 E Sahara Ave 1H,y
26,tk7__jHNlFMsfShjv5CJNQ,"American (Traditional), Modern European, Ukrainian, Burgers, Barbeque, Imported Food, Mediterranean, Specialty Food, Food, Ethnic Food, Restaurants","['American (Traditional)', ' Modern European', ' Ukrainian', ' Burgers', ' Barbeque', ' Imported Food', ' Mediterranean', ' Specialty Food', ' Food', ' Ethnic Food', ' Restaurants']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"6795 W Flamingo Rd, Ste A",FA0008860,CAFE RESTAURANT PRINCE,Prince Restaurant,CAFE RESTAURANT PRINCE,6795 W Flamingo Rd A,y
27,tk7__jHNlFMsfShjv5CJNQ,"American (Traditional), Modern European, Ukrainian, Burgers, Barbeque, Imported Food, Mediterranean, Specialty Food, Food, Ethnic Food, Restaurants","['American (Traditional)', ' Modern European', ' Ukrainian', ' Burgers', ' Barbeque', ' Imported Food', ' Mediterranean', ' Specialty Food', ' Food', ' Ethnic Food', ' Restaurants']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"6795 W Flamingo Rd, Ste A",FA0008860,CAFE RESTAURANT PRINCE,Prince Restaurant,CAFE RESTAURANT PRINCE - BAR,6795 W Flamingo Rd A,y
28,nrahyQyopCtajDqUtVVVfA,"Japanese, Sushi Bars, Restaurants","['Japanese', ' Sushi Bars', ' Restaurants']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16 W Horizon Ridge Pkwy,FA0063294,"Sushi, The",The Sushi,"SUSHI RESTAURANT, THE",16 W Horizon Ridge Pkwy,y
29,iA4zWe_L1R4ruaEZ8N4KPA,"American (Traditional), Breakfast & Brunch, Restaurants","['American (Traditional)', ' Breakfast & Brunch', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10604 S Eastern Ave,FA0006414,Brooklyn Bagels,Brooklyn Bagel,Brooklyn Bagels,10604 S Eastern Ave C,y
30,8bZ49zy4KlFVu5teFETYhQ,"Japanese, Sushi Bars, Restaurants","['Japanese', ' Sushi Bars', ' Restaurants']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"7293 W Sahara, Ste 4",FA0009844,Go Wild Sushi & Grill,Go Wild Sushi & Grill,Go Wild Sushi & Grill - Restaurant,7293 W Sahara Ave,y
31,8bZ49zy4KlFVu5teFETYhQ,"Japanese, Sushi Bars, Restaurants","['Japanese', ' Sushi Bars', ' Restaurants']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"7293 W Sahara, Ste 4",FA0009844,Go Wild Sushi & Grill,Go Wild Sushi & Grill,Go Wild Sushi & Grill - Bar,7293 W Sahara Ave,y
32,8bZ49zy4KlFVu5teFETYhQ,"Japanese, Sushi Bars, Restaurants","['Japanese', ' Sushi Bars', ' Restaurants']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"7293 W Sahara, Ste 4",FA0009844,Go Wild Sushi & Grill,Go Wild Sushi & Grill,Go Wild Sushi & Grill - Sushi Bar,7293 W Sahara Ave,y
33,8bZ49zy4KlFVu5teFETYhQ,"Japanese, Sushi Bars, Restaurants","['Japanese', ' Sushi Bars', ' Restaurants']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"7293 W Sahara, Ste 4",FA0009844,Go Wild Sushi & Grill,Go Wild Sushi & Grill,Go Wild Sushi & Grill - Service Bar,7293 W Sahara Ave,y
34,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,WHOLE FOODS MARKET - WINE/BEER BAR,100 S Green Valley Pkwy,y
35,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,Whole Foods Market - Main Kitchen,100 S Green Valley Pkwy,y
36,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,Whole Foods Market - Demo Kitchen,100 S Green Valley Pkwy,y
37,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,WHOLE FOODS MARKET - JUICE BAR,100 S Green Valley Pkwy,y
38,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,WHOLE FOODS MARKET - COFFEE BAR,100 S Green Valley Pkwy,y
39,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,WHOLE FOODS SEASONAL 07/17-15 - 11/17/15,100 S Green Valley Pkwy,y
40,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,WHOLE FOODS MARKET SEASONAL (6/14/13 - 10/14/13),100 S Green Valley Pkwy,y
41,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,Whole Foods Market - Scullery,100 S Green Valley Pkwy,y
42,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,Whole Foods Market Coffee & Tea,100 S Green Valley Pkwy,y
43,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,Whole Foods Market - Buffet Area,100 S Green Valley Pkwy,y
44,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,Whole Foods Market - Speciality Area,100 S Green Valley Pkwy,y
45,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,WHOLE FOODS SPRING SEASONAL (4/4/14 - 12/4/14),100 S Green Valley Pkwy,y
46,r-s-G1yyETRzTALYG9js8A,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food","['Health Markets', ' Grocery', ' Specialty Food', ' Organic Stores', ' Beer', ' Wine & Spirits', ' Food']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100 S Green Valley Pkwy,FA0008068,Whole Foods Market,Whole Foods Market,Whole Foods Market - Seafood Department,100 S Green Valley Pkwy,y
47,SAfuIUZMXrOnb3LWyvYjDA,"Korean, Restaurants","['Korean', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"8826 S Eastern Ave, Ste 113",FA0008493,Jun's House,Jun's Korean Restaurant,Jun's House Restaurant,8826 S Eastern Ave,y
48,vHIUZzeWg7VxL9Y-hrE43g,"Drugstores, Discount Store, Shopping, Grocery, Food","['Drugstores', ' Discount Store', ' Shopping', ' Grocery', ' Food']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224 S Nellis Blvd,FA0067439,Dollar General Market #13389,Dollar General Market,Dollar General Market #13389 Produce,2224 S Nellis Blvd,y
49,vHIUZzeWg7VxL9Y-hrE43g,"Drugstores, Discount Store, Shopping, Grocery, Food","['Drugstores', ' Discount Store', ' Shopping', ' Grocery', ' Food']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224 S Nellis Blvd,FA0067439,Dollar General Market #13389,Dollar General Market,Dollar General Market #13389 Food Prep - DELETED,2224 S Nellis Blvd,y
50,W3ia8dkoGGRYEfFg_BiyPg,"Restaurants, Pizza, Food, Bagels, Sandwiches, Breakfast & Brunch","['Restaurants', ' Pizza', ' Food', ' Bagels', ' Sandwiches', ' Breakfast & Brunch']",1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"7291 S Eastern Ave, Ste A",FA0005498,Einstein Brothers Bagels,Einstein Bros Bagels,Einstein Brothers Bagels #3204,7291 S Eastern Ave,y
51,e1DfwqDhYQYLKoyHmJu0hQ,"Restaurants, Chicken Wings","['Restaurants', ' Chicken Wings']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adrenaline Sports Bar & Grill, 3103 N Rancho Dr",FA0077354,WING KING,Wing King,WING KING,3103 N RANCHO,y
52,M5A5r0HbMRfTzidqMKYHfw,"Street Vendors, Barbeque, Restaurants, Food Stands, Food","['Street Vendors', ' Barbeque', ' Restaurants', ' Food Stands', ' Food']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5301 W Charleston Blvd,FA0010971,Topnotch Barbeque,Top Notch Barbeque,Topnotch Barbeque - Trailer,5301 W Charleston Blvd,y
53,yYkvonvBGZB6UMnpzr6Ryw,"Restaurants, Burgers, Fast Food","['Restaurants', ' Burgers', ' Fast Food']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8600 W Cheyenne Ave,FA0002998,Burger King #11507,Burger King,Burger King #11507,8600 W Cheyenne Ave,y
54,iT_z6pzoK1AbqaBrDbXhlQ,"Grocery, Food, Imported Food, Beer, Wine & Spirits","['Grocery', ' Food', ' Imported Food', ' Beer', ' Wine & Spirits']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3389 S Jones Blvd,FA0007532,Jones Market & Deli,Jones Market & Deli,Jones Market Deli,3389 S Jones Blvd,y
55,6Ege_N9uJ-rtKIs1TNA8aQ,"Restaurants, Fast Food","['Restaurants', ' Fast Food']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6451 Boulder Hwy,FA0004713,JACK IN THE BOX #7244,Jack in the Box,Jack in the Box #7244,6451 Boulder Hwy,y
56,kds044HPuEB_HzoR_EHLeQ,"Food, Pretzels","['Food', ' Pretzels']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7400 Las Vegas Blvd S, Ste K145",FA0010795,Wetzels Pretzels @ LV OUTLET CENTER,Wetzel's Pretzels,Wetzel's Pretzels,7400 Las Vegas Blvd S,y
57,I6qFvR-jVDGqDD_iVG38ng,"Local Flavor, Food, Restaurants, Vietnamese","['Local Flavor', ' Food', ' Restaurants', ' Vietnamese']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4480 W Spring Mountain Rd,FA0069369,JENNI PHO RESTAURANT,Jenni Pho Grill,JENNI PHO RESTAURANT,4480 W SPRING MOUNTAIN 100,y
58,VR2LTEsJByan97fcYRkl5w,"Mexican, Restaurants, Seafood","['Mexican', ' Restaurants', ' Seafood']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,552 N Eastern Ave,FA0010433,MARISCOS EL MARIACHI,Mariscos El Mariachi,MARISCOS EL MARIACHI,552 N Eastern Ave A,y
59,i0ToFQWsWPzFEC1eAxBh6Q,"Coffee & Tea, Food, Donuts","['Coffee & Tea', ' Food', ' Donuts']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"4503 Paradise Rd, Ste 110",FA0079956,DUNKIN' DONUTS,Dunkin' Donuts,DUNKIN' DONUTS,4503 PARADISE 110,y
60,hqtZ2NmUlrNtHp7xW2BWoA,"Breakfast & Brunch, Bubble Tea, Restaurants, Cafes, Food, Juice Bars & Smoothies","['Breakfast & Brunch', ' Bubble Tea', ' Restaurants', ' Cafes', ' Food', ' Juice Bars & Smoothies']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6885 Aliante Pkwy, Ste 103",FA0078398,WAFFLES CAFE,Waffles Cafe,Waffles Cafe,6885 Aliante Pkwy 103,y
61,FMOWO7_mj8lSZnV3WqpGiA,"Department Stores, Fashion, Shopping, Food","['Department Stores', ' Fashion', ' Shopping', ' Food']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8750 W Charleston Blvd,FA0002948,Target Store #1207,Target,Target Snack Bar #1207,8750 W Charleston Blvd,y
62,UcBgxABVMc5mo1JLB8t70Q,"Venues & Event Spaces, Event Planning & Services, Food, Hotels & Travel, Convenience Stores","['Venues & Event Spaces', ' Event Planning & Services', ' Food', ' Hotels & Travel', ' Convenience Stores']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201 Sands Ave,FA0003853,SANDS EXPO & CONVENTION CENTER,Sands Expo,SANDS EXPO KITCHEN,201 E Sands Ave,y
63,UcBgxABVMc5mo1JLB8t70Q,"Venues & Event Spaces, Event Planning & Services, Food, Hotels & Travel, Convenience Stores","['Venues & Event Spaces', ' Event Planning & Services', ' Food', ' Hotels & Travel', ' Convenience Stores']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201 Sands Ave,FA0003853,SANDS EXPO & CONVENTION CENTER,Sands Expo,SANDS EXPO AILR BAR #2,201 E Sands Ave,y
